anime_title;favorite_count
映画スイートプリキュア♪とりもどせ！ 心がつなぐ奇跡のメロディ♪;2152
キディ・グレイド -メイルシュトローム-(氾濫篇);2149
宇宙少女 俺ミス;2146
こちら葛飾区亀有公園前派出所THE MOVIE2  UFOの襲来！　トルネード大作戦！！;2139
らいむいろ戦奇譚;2137
『けものフレンズ』 ジャパリバスツアー ぐんまちほー行き;2135
NG騎士ラムネ&40EX ビクビクトライアングル愛の嵐大作戦;2130
銀河へキックオフ;2121
山賊の娘ローニャ;2113
えびてん 公立海老栖川高校天悶部;2111
月面兎兵器ミーナ;2108
あまえないでよっ!!喝!!;2104
映画フレッシュプリキュア！ おもちゃの国は秘密がいっぱい!?;2099
劇場版 「ドラゴンボールＺ」;2098
メガゾーン23 PART II 秘密く・だ・さ・い;2096
超劇場版ケロロ軍曹　撃侵ドラゴンウォリアーズであります！;2083
Cosmic Baton Girl コメットさん☆;2075
キディ・グレイド -トゥルースドーン-(黎明篇);2070
劇場版 「ドラゴンボールＺ 龍拳爆発！！悟空がやらねば誰がやる」;2064
DD北斗の拳;2064
バビル2世;2059
新・湘南爆走族 荒くれKNIGHT;2054
Yoshino Nanjo Live Tour 2017 <・R・i・n・g・>;2051
星空キセキ;2043
シスター・プリンセス Re Pure キャラクターズ;2041
NG騎士ラムネ&40DX ワクワク時空 炎の大捜査戦;2041
タイムボカン24 ;2034
ミス・モノクローム -The Animation- 2;2034
聖少女艦隊　バージンフリート;2029
太陽の勇者ファイバード;2028
秘密結社 鷹の爪 EX;2023
シスター・プリンセス Re Pure ストーリーズ;2018
戦え!超ロボット生命体 トランスフォーマー;2015
はだしのゲン;2015
おかしなガムボール;2013
こちら葛飾区亀有公園前派出所 噂の海パン刑事登場／ハイパー小学生VS両津／部長よ！あれがパリの灯だ／激突！神VS両津;2011
秘密結社 鷹の爪  THE MOVIE～総統は二度死ぬ～;2009
MAMI KAWADA FINAL F∀N FESTIVAL “F”;2001
劇場版 「ドラゴンボールＺ 激突！！１００億パワーの戦士たち」;1998
ヘボット！;1997
ヤッターマン;1996
やんやんマチコ;1995
映画ハピネスチャージプリキュア！人形の国のバレリーナ;1993
“文学少女”メモワールIII 恋する乙女の狂想曲(ラプソディ)-;1993
勇者エクスカイザー;1992
うみものがたり～あなたがいてくれたコト～;1990
劇場版 「ドラゴンボールＺ 超戦士撃破！！勝つのはオレだ」;1987
Gift ～eternal rainbow～;1986
angela デビュー13周年記念☆拡大版｢全部が主題歌ライヴ！！｣;1971
小野坂・小西のO+K 2.5次元 アニメーション 1 ～これが2.5次元化だ!!～;1969
超獣機神ダンクーガ 失われた者たちへの鎮魂歌;1967
GR-GIANT ROBO;1965
劇場版 「ドラゴンボールＺ 銀河ギリギリ！！ぶっちぎりの凄い奴」;1965
OVA 『ToHeart2 adnext』;1964
こわぼん;1959
Genius Party;1959
アフロサムライ;1954
ハイスクールミステリー学園七不思議;1952
闇芝居 五期;1943
THE八犬伝;1941
OVA 『ToHeart2 adplus』;1941
ペリーヌ物語;1940
劇場版プリパラみ～んなでかがやけ！キラリン☆スターライブ！- みれぃのコース;1936
へっぽこ実験アニメーション｢エクセル・サーガ｣;1935
戦国魔神ゴーショーグン;1934
ぼくらベアベアーズ;1928
マジンガーＺ対デビルマン;1928
朝霧の巫女;1926
宇宙海賊キャプテン・ハーロック　アルカディア号の謎;1925
ＧＯ！ＧＯ！５７５;1924
少年アシベ　ＧＯ！ＧＯ！ゴマちゃん　第2シリーズ;1921
ザ・サード～蒼い瞳の少女～;1916
しばいぬ子さん;1915
フランダースの犬;1915
うぇいくあっぷがーるＺＯＯ！;1913
｢HAPPY☆LESSON｣ THE TV;1913
ゲートキーパーズ21;1912
GOLDEN BOY-ゴールデンボーイ-　さすらいのお勉強野郎;1907
学校のコワイうわさ 新・花子さんがきた!!;1907
次篇降臨！ベルセルクTVシリーズ第2期スタート記念ウラ特番;1898
ガラスの仮面(1984年版);1893
こちら葛飾区亀有公園前派出所 両さんアメリカへ行く;1889
劇場版プリパラみ～んなでかがやけ！キラリン☆スターライブ！- ひびきのコース;1886
劇場版 「ドラゴンボール 最強への道」;1882
ブラック・ジャック＜Flashアニメ＞;1878
劇場版 「ドラゴンボールＺ 極限バトル！！三大超サイヤ人」;1869
リボンの騎士;1867
こちら葛飾区亀有公園前派出所 大ハード！両津勘吉は二度死ぬ;1866
超獣機神ダンクーガ 白熱の終章;1864
秘密結社 鷹の爪  THE MOVIE III～http://鷹の爪.jpは永遠に～;1861
忍者ハットリくん;1859
堀江由衣　クリスマスライブ　～由衣がサンタに着がえたら～;1858
アジール・セッション;1855
こちら葛飾区亀有公園前派出所 最も危険なサバイバル！？;1855
ジャイアント・ロボ THE ANIMATION 外伝 銀鈴 GinRei　鉄腕GinRei Epidode.23 禁断の果実を奪還せよ 極楽大作戦！！;1851
戦え!! イクサー1;1850
タマ＆フレンズ～うちのタマ知りませんか？～;1845
忘却の旋律;1840
かみさまみならい ヒミツのここたま（第53回～）;1839
ついでにとんちんかん;1835
こみっくパーティー;1833
探偵チームＫＺ（カッズ）事件ノート;1833
超獣機神ダンクーガ GOD BLESS DANCOUGA;1822
こちら葛飾区亀有公園前派出所 湯けむりポロリ！２００１年・京都の旅;1819
ドージンワーク;1811
こちら葛飾区亀有公園前派出所 バカンスは激しいのがお好き;1809
秘密結社 鷹の爪  THE MOVIE II～私を愛した黒烏龍茶～;1808
小野坂・小西のO+K 2.5次元 アニメーション 2 ～もっと2.5次元化！～;1804
EAT-MAN’98;1803
同級生2 テレビ編集版;1801
ねこねこ日本史 第3期;1796
天才バカヴォン～蘇るフランダースの犬～;1794
カードファイト!! ヴァンガード　アジアサーキット編;1791
劇場版 「ドラゴンボールＺ 地球まるごと超決戦」;1783
ジャイアント・ロボ THE ANIMATION 外伝 銀鈴 GinRei  素足のGinRei Episode.1 盗まれた戦闘チャイナを捜せ大作戦！！;1782
gdgd妖精s（ぐだぐだフェアリーズ）第1期;1777
ジャイアント・ロボ THE ANIMATION 外伝 銀鈴 GinRei  青い瞳の銀鈴 GinRei with blue eyes;1776
“文学少女”メモワールII ソラ舞う天使の鎮魂曲(レクイエム)-;1776
Live Musical「SHOW BY ROCK!!」～THE FES II-Thousand XVII～【Genesis】;1772
平成天才バカボン;1771
きょ～ふ！ゾンビ猫;1770
錬金3級まじかる?ぽか～ん;1765
イナズマデリバリー;1757
鷹の爪 THE MOVIE 4 ～カスペルスキーを持つ男～;1745
新白雪姫伝説プリーティア;1744
こちら葛飾区亀有公園前派出所 両津の野望！タイムスリップ戦国伝;1737
舞台 増田こうすけ劇場 ギャグマンガ日和 ～奥の細道、地獄のランウェイ編～;1732
おじゃる丸放送20年セレクション;1731
｢学校のコワイうわさ 新・花子さんがきた!!｣シーズン2;1729
バブルガムクライシス;1729
TO BE HERO;1717
はなかっぱ;1711
OH!スーパーミルクチャン;1709
レ・ミゼラブル　少女コゼット;1706
闇芝居 六期;1702
キュートランスフォーマー　帰ってきたコンボイの謎;1698
科学忍者隊ガッチャマン;1696
怪獣娘（第2期）～ウルトラ怪獣擬人化計画～;1686
劇場版 「ドラゴンボールＺ この世で一番強いヤツ」;1686
宇宙の騎士テッカマン;1685
BLUE GENDER THE WARRIOR;1684
母をたずねて三千里;1683
三国志 II 「天翔ける英雄たち」;1682
こちら葛飾区亀有公園前派出所 大ハード2！史上最低の決戦;1681
ZIP!～朝だよ！貝社員～;1681
迷宮物語;1679
NG騎士ラムネ&40総集編;1678
【緊急特番】霊剣山　星屑たちの前夜祭;1674
ONE～輝く季節へ～;1672
奏光のストレイン;1670
勇者指令ダグオン 水晶の瞳の少年;1653
Live Musical「SHOW BY ROCK!!」～THE FES II-Thousand XVII～【Destiny】（千秋楽公演）;1652
スーパーミルクちゃん;1648
ゆるめいつ;1644
こちら葛飾区亀有公園前派出所 両さん最大の危機！ライバルはチャキチャキ江戸っ娘／二十一世紀だよ！祝い隊参上;1641
鍵姫物語 永久アリス輪舞曲;1636
グレートマジンガー対ゲッターロボ;1633
プリンセスナイン 如月女子高野球部;1632
劇場版 「ドラゴンボールＺ 超サイヤ人だ孫悟空」;1626
こみっくパーティRevolution;1618
月は東に日は西に　～Operation Sanctuary～;1614
あはれ!名作くん;1613
ASTROBOY 鉄腕アトム;1613
ふしぎなメルモ;1613
NBCUniversal ANIME×MUSIC FESTIVAL ～25th ANNIVERSARY～;1612
銀河烈風バクシンガー;1612
ちょこッとSister;1611
ひとひら;1611
こちら葛飾区亀有公園前派出所 擬宝珠家ご一行様INハワイアン大パニック;1599
超速変形ジャイロゼッター;1599
私のあしながおじさん;1599
小さな巨人 ミクロマン;1589
Hi☆sCoool! セハガール;1588
こちら葛飾区亀有公園前派出所 両津VS忍者軍団！裏江戸城黄金伝説;1583
ミュージカル『テニスの王子様』The Treasure Match 四天宝寺 feat. 氷帝 Ver.青学（せいがく）5代目VS四天宝寺B;1583
Canvas2～虹色のスケッチ～[TVシリーズ];1576
こちら葛飾区亀有公園前派出所 ヨーロッパ横断！麗子救出大作戦;1573
ラブ米 二期作;1569
俺たちゃ妖怪人間;1568
怪物くん;1565
病み・病みヤングパラダイス in 東京;1563
おにいさまへ・・・;1560
男水！～俺たちの青春～キャストインタビュー特別映像;1557
愛の若草物語;1554
宇宙戦士 バルディオス;1549
破裏拳ポリマー;1548
こちら葛飾区亀有公園前派出所 世界ナンバーワンポリス決定戦！;1544
こちら葛飾区亀有公園前派出所 オドロキモモノキ島の大決戦;1542
愛少女ポリアンナ物語;1538
がぁ～でぃあんHearts;1538
Peeping Life TV シーズン 1 ??;1532
シックス・エンジェルズ;1531
ふしぎな島のフローネ;1531
超中野大陸の逆襲　群星の巻;1529
まかでみ・WAっしょい!;1506
こちら葛飾区亀有公園前派出所 レッツゴー長崎！恋しぐれトラック姉ちゃん;1504
新造人間キャシャーン;1504
グレネーダー ほほえみの閃士;1502
ふなっしーのふなふなふな日和;1485
青空少女隊;1484
まじかるカナン;1484
Di Gi Charat 星の旅;1482
タイムボカンシリーズ　ヤッターマン;1481
ピーターパンの冒険;1477
陸上防衛隊まおちゃん;1476
GANTZ:L;1475
プロジェクトA子;1474
ご姉弟物語;1458
劇場版 「ドラゴンボール 魔神城のねむり姫」;1458
智一＆勝平の落語放浪記;1453
北へ。～Diamond Dust Drops～;1451
銀河疾風サスライガー;1450
時空の旅人;1448
風の大陸 The Weathering Continent;1446
劇場版 「ドラゴンボール 摩訶不思議大冒険」;1441
らいむいろ戦奇譚　南国夢浪漫;1432
宇宙皇子(劇場版)(地上編);1428
こいこい7;1425
"南條愛乃 LIVE TOUR 2016""N""";1425
ミュージカル『テニスの王子様』The Final Match 立海 Second feat. The Rivals;1424
エイリアン9;1422
カムイの剣;1417
超音戦士 ボーグマン;1417
ポヨポヨ観察日記;1417
ミュージカル『テニスの王子様』The Final Match 立海 First feat. 四天宝寺;1413
ニルスのふしぎな旅;1410
アタゴオルは猫の森;1406
円盤皇女ワるきゅーレSPECIAL ｢七転八倒 花嫁修行｣;1400
放送開始直前特番「けものだらけの新春！サマーパーティー」;1399
忍たま乱太郎の宇宙大冒険withコズミックフロント☆NEXT;1399
幻魔大戦　－神話前夜の章－;1394
Genius Party Beyond;1389
ジャングル大帝 （1989）;1381
魔法のプリンセス ミンキーモモ ‐夢を抱きしめて‐;1381
フューチャーカード　バディファイトX;1380
ミュージカル『テニスの王子様』コンサート Dream Live 6th;1379
超ロボット生命体 トランスフォーマー プライム;1372
HAPPY☆LESSON ADVANCE;1367
ダイバージェンス・イヴ;1363
宗谷物語;1357
HAPPY☆LESSON THE FINAL;1356
sin in the rain;1355
ヴァリアブル・ジオ;1351
フューチャーカード バディファイト;1350
ロケットガール;1348
TIME DRIVER 僕らが描いた未来;1344
マジンガーＺ対暗黒大将軍;1344
gdgd妖精s(ぐだぐだフェアリーーズ);1338
フィギュア17　つばさ＆ヒカル;1337
犬小屋ちゃんねる;1333
魔法少女？ なりあ☆がーるず;1333
夏色の砂時計;1330
HAPPY☆LESSON (OVA);1329
タイムボカンシリーズ　逆転イッパツマン;1323
ど根性ガエル;1320
なめこ家の一族;1320
円盤皇女ワるきゅーレ　十二月の夜想曲;1318
堀江由衣ベストライブ～由衣と時間泥棒～;1314
YURIKA ENDO FINAL LIVE-Emotional Daybreak-;1311
円盤皇女ワるきゅーレ 星霊節の花嫁;1308
戦え!超ロボット生命体 トランスフォーマー 2010;1303
鉄腕アトム（1980）;1300
火魅子伝;1298
「住めば都のコスモス荘　すっとこ大戦ドッコイダー」;1297
家なき子レミ;1290
円盤皇女ワるきゅーレ　時と夢と銀河の宴;1283
銀装騎攻オーディアン;1282
ココロ図書館;1278
フューチャーカード バディファイトDDD;1278
戦え！超ロボット生命体　トランスフォーマーＶ;1270
山ねずみロッキーチャック;1267
3ねんDぐみガラスの仮面;1262
プレイボール;1252
トム・ソーヤーの冒険;1247
グレートマジンガー対ゲッターロボＧ　空中大激突;1244
RED GARDEN;1242
Peeping Life(ピーピング・ライフ)-The Perfect Edition-;1241
特装機兵ドルバック;1240
フューチャーカード バディファイト１００（ハンドレッド）;1240
キャプテン(キャプテン 劇場版);1233
東京マーブルチョコレート～全力少年～;1233
同級生２Special 卒業生;1224
タイムボカン 逆襲の三悪人;1221
はじまりの冒険者たち～レジェンド・オブ・クリスタニア～;1216
らいむいろ流奇譚 X CROSS ～恋、オシヘテクダサイ。～;1213
みさきクロニクル～ダイバージェンス・イヴ～;1212
天才！カラーズTV;1198
白鯨伝説;1198
トランスフォーマー ザ☆ヘッドマスターズ;1196
堀江由衣をめぐる冒険 II ～武道館で舞踏会～ Q&A;1196
トランスフォーマー 超神マスターフォース;1186
バトルスピリッツ 少年突破バシン;1180
魔王ダンテ;1180
ソニック・ザ・ヘッジホッグ;1178
グレンダイザーゲッターロボＧグレートマジンガー　決戦！大海獣;1175
劇場版 MARCO 母をたずねて三千里;1175
Wind -a breath of heart-;1174
アイドル天使 ようこそようこ;1169
超獣機神ダンクーガ Song Special 獣戦機隊Songs;1168
若草物語　ナンとジョー先生;1168
毎日かあさん　第1話～第63話;1163
Dragon’s Heaven;1162
Live Musical「SHOW BY ROCK!!」―深淵のCrossAmbivalence―;1161
ＵＦＯロボ　グレンダイザー対グレートマジンガー;1158
Piaキャロットへようこそ!!2 DX;1155
マッハGoGoGo;1155
こぴはん;1146
Yoshino Nanjo 1st LIVE TOKYO 1/3650 ミンナとつながる365日×???;1143
HAUNTEDじゃんくしょん;1143
戦国英雄伝説　新釈 眞田十勇士;1134
なめこ～せかいのともだち～;1116
古墳ギャルのコフィー;1114
UG★アルティメットガール;1110
私立らいよん学園;1106
RAYVE2016 FINAL ～Wonder Little Trip～;1106
angelaのミュージック・ワンダー★大サーカス5th ～蒼穹のファフナー まるごと全曲ライヴ！！～;1101
サイキックアカデミー 煌羅万象;1100
A.D.POLICE;1096
トラップ一家物語;1094
アフロサムライ:レザレクション;1091
プレイボール 2nd;1091
亜空大作戦スラングル;1086
プロゴルファー猿;1083
モンハン日記 ぎりぎりアイルー村G;1079
リボンの騎士 ＜オリジナルアニメ＞;1078
マップス;1076
超攻速ガルビオン;1075
angelaの｢デビュー10周年まであと1年記念☆全部が主題歌ライヴ！！｣;1074
超変身コス∞プレイヤー;1074
ちとせげっちゅ！！;1073
Refrain Blue;1073
コスモウォーリアー零;1071
ASTROBOY 鉄腕アトム ～特別編：アトム誕生の秘密～;1071
魔境伝説アクロバンチ;1071
ゆとりちゃん;1069
宇宙戦士バルディオス(劇場版);1063
忍たま乱太郎の宇宙大冒険withコズミックフロント☆NEXT　第2シーズン;1055
ASTROBOY 鉄腕アトム 特別編：輝ける地球 ～あなたは青く、美しい…～;1054
Peeping Life ―手塚プロ・タツノコプロ ワンダーランド―;1054
堀江由衣をめぐる冒険 IV ～パイレーツ・オブ・ユイ3013～;1052
angelaの｢ミュージック・ワンダー★大サーカス2015～10th Anniversary～｣;1049
ぴーひょろ一家;1043
ガンフロンティア;1040
小公子セディ;1040
Peeping Life (ピーピング・ライフ)-The Perfect Evolution-;1039
シートン動物記;1035
堀江由衣をめぐる冒険 III ～Secret Mission Tour～;1034
angela live in Shibuya-AX a列車で行こう！全曲ライブ！！;1027
まけるな!! あくのぐんだん！;1022
Peeping Lifex怪獣酒場　かいじゅうたちがいるところ;1010
猫のダヤン　ふしぎ劇場;1006
パンツァードラグーン;1006
はだしのゲン2;1003
Ninja者;1000
機巧奇傳ヒヲウ戦記;1000
舞台「文豪ストレイドッグス 黒の時代」公演記念キャスト生出演特番;998
タイムボカン;991
Ｗ ～ウィッシュ～;990
angelaのミュージック・ワンダー★特大サーカス in 日本武道館 ～僕等は目指したShangri-La～;989
Peeping Life(ピーピング・ライフ)-The Perfect Extension-;989
うさぎちゃんでCue！！;986
デッドガールズ;986
gdメン gdgd men's party;985
Peeping Life(ピーピング・ライフ)-The Perfect Emotion-;985
かみさまみならい ヒミツのここたま（第103回～）;979
マシンロボ クロノスの大逆襲｢戦場の記憶｣;979
Peeping Life - WORLD HISTORY -;978
がぁ～でぃあんHearts　ぱわーあっぷ;965
特装機兵ドルバック(OVA);965
OVA　Wind ―a breath of heart―;963
Peeping Life-WE ARE THE HERO-;963
アイドル伝説 えり子;961
ゲームセンターあらし;961
MINKY MOMO in 夢にかける橋;959
パンパカパンツ　おNEW！;956
名犬ラッシー;956
猫のダヤン　日本へ行く;955
Peeping Life (ピーピング・ライフ) 5.0.ch;953
ミリオンドール;953
鉄腕アトム ～地球最後の日～;941
みんな集まれ！ファルコム学園;937
Peeping Life (ピーピング・ライフ) The Perfect Explosion;934
神世紀伝　マーズ;931
召しませロードス島戦記～それっておいしいの？～;929
ワイルド7 another 謀略運河;928
落語天女おゆい;924
トランスフォーマー ザ・リバース;921
メタルスキンパニック MADOX-01;920
小さなバイキング ビッケ<前半>;919
ママはぽよぽよザウルスがお好き;919
キラキラハッピー★ ひらけ！ここたま;918
チャギントン（シーズン1）;916
ジオブリーダーズ　File-X 　ちびねこ奪還;914
Fairy Princess Minky Momo 夢の中の輪舞;913
牧場の少女カトリ;909
超音戦士ボーグマン Lovers Rain;906
あしたへフリーキック;904
ASTROBOY 鉄腕アトム 特別編：イワンの惑星 ～ロボットと人間の友情～;903
猫ラーメン(ショートアニメ);901
ゆるめいつ は？;899
MINKY MOMO in 旅立ちの駅;893
ゆるめいつ 3でぃ;887
みんな集まれ！ファルコム学園SC;885
カミワザ・ワンダ;882
BURN-UP EXCESS バーンナップ エクセス;882
トランスフォーマー アニメイテッド;877
魔獣戦線 The Apocalypse;871
ジャングル大帝＜オリジナルアニメ＞;868
D4プリンセス;867
戦国魔神 ゴーショーグン(TV総集編);864
お茶犬～ちょこっとものがたり～;859
黒崎真音 LIVE 2015～5th Anniversary～;850
戦ー少女イクセリオン;847
ＴＶアニメ版 ゆるめいつ ３でぃ PLUS;845
BURN-UP SCRAMBLE;839
スペースバグ;838
モエかん THE　ANIMATION;837
劇場アニメ　どーにゃつ;833
星の王子さま プチ★プランス;829
RIDING BEAN;823
大きい１年生と小さな２年生;822
カナリア;821
つるピカハゲ丸くん;818
アストロガンガー;817
超神姫ダンガイザー3;816
劇場版　ニルスのふしぎな旅;813
ミュージカル『テニスの王子様』コンサート Dream Live 7th;810
超音戦士ボーグマン2 -新世紀2058-;810
桃屋×Peeping Life　ご縁ですよ！;809
探検ドリランド(第１期);805
ジャスティーン;799
ジオブリーダーズ／魍魎遊撃隊２ Ｆｉｌｅ－ＸＸ“乱戦突破”;796
タイムボカンシリーズ　ゼンダマン;790
旅街レイトショー;790
タイムボカンシリーズ　ヤットデタマン;789
あかほり外道アワーらぶげ;781
プロジェクトA子 完結編;771
Goshogun In 時の異邦人(エトランゼ);768
BURN-UP　バーンナップ;767
花の魔法使い マリーベル;766
南條愛乃 Birthday Acoustic Live 2018;765
レイナ剣狼伝説I;764
ガイストクラッシャー;762
BURN-UP W　バーンナップ ダブル;753
スーパーヅガン;747
よなよなペンギン;747
こんにちは アン　～Before Green Gables;745
ミンキーモモ SONG スペシャル 瞳の星座;729
竜機伝承;727
鉄腕アトム 青騎士の巻;726
プロジェクトA子2 大徳寺財閥の陰謀;725
妄想科学シリーズ ワンダバスタイル;722
レレレの天才バカボン;722
タイムボカンシリーズ　タイムパトロール隊オタスケマン;720
ヒットをねらえ！;720
パズドラ;718
創世機士ガイアース;717
タトゥーンマスター;716
ProjectBLUE 地球SOS;715
マーズ;715
異世界魔王と芹澤優と和氣あず未 クライマックス直前直後特番　-マジで最終回も来るとはな-;714
ポルフィの長い旅;710
宇宙円盤大戦争;704
エンゼルコップ;704
The Borgman Last battle;704
お茶犬～「ほっ」とものがたり～;702
マシンロボ ぶっちぎりバトルハッカーズ;700
プロジェクトA子3 シンデレララプソディ;698
南の虹のルーシー;686
東京マーブルチョコレート シネマヴァージョン;685
きもしば;684
バトルスピリッツ 少年激覇ダン;679
everying！ Final Fantasia-Show 2017 ～Lesson3 輝く未来へ～;678
けものとチャット;674
はなれ砦のヨナ;674
レゴ ニンジャゴー;674
パルムの樹;673
魔法のエンジェル スイートミント;670
お茶犬～緑っとものがたり～;663
「angela Live Tour 2016「LOVE ＆ CARNIVAL」」メイキング映像;661
BAR 嫌われ野菜;656
W3;654
アルプス物語　わたしのアンネット;653
タイムボカン　2000　怪盗きらめきマン;653
大草原の小さな天使　ブッシュベイビー;653
悟空の大冒険;650
暗闇三太;643
クレーンゲール;643
難波金融伝ミナミの帝王 アニメバージョン;639
探検ドリランド-1000年の真宝-;637
レゴ ネックスナイツ;632
教えて!土管くん;611
シークエンス;611
ピカイア！;610
ちとせげっちゅ！！ 二時限目;607
パンパカパンツ　WおＮＥＷ！;605
STARLIGHT SCRAMBLE 恋愛候補生;587
タイムボカンシリーズ イタダキマン;586
アイドルプロジェクト;580
ピコ太郎のララバイラーラバイ;578
おいら宇宙の探鉱夫;577
えいがパンパカパンツ バナナン王国の秘宝;572
プロゴルファー猿｢82年版 プロゴルファー猿SP｣;570
バロムワン;564
進め!土管くん;563
とびだせ!土管くん;560
レイナ剣狼伝説II;559
竜世紀;556
黒崎真音 LIVE TOUR 2016 “Mystical Flowers”;554
ネクスト戦記　EHRGEIZ(エーアガイツ);554
マグマ大使;552
レオナルド博士とキリン村のなかまたち;544
TVアニメ｢ベルセルク｣公式WEBラジオ　ベルセルクアワー｢狭間のラジオ｣;540
電脳戦隊ヴギィ’ズ・エンジェル　;539
東京マーブルチョコレート～マタアイマショウ～;539
ブレイブビーツ;539
レイナ剣狼伝説III;533
スパロウズホテル　リニューアル;517
カリーノ・コニ;516
合体ロボット アトランジャー;511
恐竜冒険記 ジュラトリッパー;507
LEMON ANGEL PROJECT;501
えんぎもん;497
フルーティー侍;496
SNSポリス;493
サミーとシェリー　七つの海の大冒険;493
8月のシンフォニー -渋谷2002～2003;489
100万年地球の旅　バンダーブック;485
ちょびっとづかん;480
まかせてイルか!;479
猫ラーメン～俺の醤油味～（ショートアニメ）;472
プロゴルファー猿「SARU IN U.S.A 激突！猿VSホーク -ワイルドプロ決定戦-」;465
LIGHTNING TRAP LEINA & LAIKA;465
ガラスの地球を救え ユニコ特別編;462
パパンがパンダ;454
ふうせんいぬティニー;452
ピカイア！！;450
レゴ ニンジャゴー　時空の支配者編;449
菅井君と家族石;448
ふうせんいぬティニー セカンドシーズン;448
トライブクルクル;438
ガラクタ通りのステイン;437
Luce Twinkle Wink☆ 1st LIVE TOUR -LLTW☆-～t＊u＊n＊i＊n＊g～;436
A-Ko The VS ＜ヴァーサス＞「GRAY SIDE」;432
おにゃんこポン;423
妖精姫レーン;409
SPOOKIZ(スプーキッズ)　SEASON 1;408
A-Ko The VS ＜ヴァーサス＞「BLUE SIDE」;407
俺たちゃ妖怪人間G;406
アタッカーYOU！;405
きグルみっく★V3;405
怪盗レーニャ;397
なりヒロwww;395
マスター オブ エピック ～The AnimationAge～;394
本マグロ トロ太郎;390
みんなだいすきそらジロー;390
たいむとらぶる トンデケマン!;385
Caribadix（カリバディクス）;384
花の魔法使いマリーベル フェニックスのかぎ;384
魔法遊戯 飛び出す!!ハナマル大冒険;382
つぶやき隊;375
シコロボ;373
ぼくは王さま;372
菅井君と家族石 THE MOVIE;360
プレイヤーズ;350
惑星大怪獣ネガドン;349
おたくの星座 I・II AN ADVENTURE IN THE OTAKU GALAXY;346
サミーとシェリー2　僕らの脱出大作戦;343
F6 1st LIVEツアー「Satisfaction」;340
ふぉうちゅんドッグす;325
土管くん何かの絵描き歌;319
にゅるにゅる!!KAKUSENくん 2期;301
踊り子クリノッペ;292
ワールドフールニュース;286
銀河探査２１００年　ボーダープラネット;282
こども刑事めめたん;281
コロコロアニマル;271
【dアニメストア独占配信】ジェイクの日記念！スペシャル動画「アドベンチャー・タイム」オーディオコメンタリー;271
にゅるにゅる！！KAKUSENくん;260
魔法遊戯 （3D版）;252
犬猫アワー ｢47都道府犬R&にゃ～めん｣【日テレオンデマンド】;248
ぱんきす！２次元;240
オニズシ;238
SPOOKIZ(スプーキッズ)　SEASON 2;226
旅するぬいぐるみ ～traveling “Daru”～;225
ジャンケンマン;216
ぼくの孫悟空;216
鉄人28号ガオ！;214
ワールドフールニュース PART II;187
エレキング　the Animation;181
楓ニュータウン;177
劇場公開記念！「怪獣娘（黒）～ウルトラ怪獣擬人化計画～」 ウルトラマンシリーズセレクション;175
ふたごのモンチッチ;167
つぶやき隊　～まだまだ言いたいことがある～;163
U900の｢ウクレレひきまショー｣;161
つぶやき隊　～つぶやき続けて３作目～;155
ピン子の秘伝カリー;154
つぶやき隊　～つぶやき続けて4作目～;149
ハッピージョージ;135
ネコべん;126
スプートニック;120
おしゃべりなちゅどんズ;119
プープーキッズ;112
ゆうとくんがいく;112
ベビーガンバ;105
ぷっぷくびーつ;54
ピテカント;52
